14.0,A35,0.005,0
13.0,A51,0.005,1
23.0,A9,0.005,2
16.0,A27,0.005,0
12.0,A54,0.005,1
0.0,20_112,0.005,0
14.0,64_108,0.005,1
15.0,A86,0.005,0
16.0,A19,0.005,1
14.0,A31,0.005,3
15.0,A24,0.005,2
14.0,A88,0.005,0
16.0,A93,0.005,0
17.0,A92,0.005,0
15.0,A97,0.005,0
0.0,78_110,0.005,0
11.0,61_103,0.005,1
15.0,A43,0.005,1
17.0,A37,0.005,1
0.0,108_118,0.005,0
14.0,A11,0.005,1
17.0,53_107,0.005,1
17.0,A81,0.005,4
14.0,A57,0.005,0
16.0,A21,0.005,0
13.0,A40,0.005,0
16.0,A79,0.005,0
16.0,A14,0.005,0
18.0,98_101,0.005,1
14.0,A2,0.005,0
16.0,95_104,0.005,1
15.0,A0,0.005,1
0.0,51_111,0.005,0
14.0,A49,0.005,0
15.0,A70,0.005,0
15.0,A77,0.005,2
15.0,A60,0.005,0
15.0,A17,0.005,0
13.0,A84,0.005,1
0.0,53_116,0.005,0
14.0,A85,0.005,0
17.0,A53,0.005,1
0.0,47_113,0.005,0
15.0,A18,0.005,0
12.0,A15,0.005,0
19.0,12_105,0.005,4
16.0,A61,0.005,1
18.0,A41,0.005,2
15.0,A78,0.005,0
16.0,A95,0.005,1
17.0,A82,0.005,1
14.0,A4,0.005,1
13.0,A83,0.005,0
16.0,A32,0.005,2
19.0,A64,0.005,1
19.0,A45,0.005,1
17.0,A23,0.005,0
13.0,A55,0.005,1
0.0,0_115,0.005,0
12.0,A3,0.005,1
13.0,A36,0.005,0
13.0,A16,0.005,0
19.0,A12,0.005,4
14.0,A30,0.005,0
11.0,A73,0.005,1
18.0,A47,0.005,0
13.0,A62,0.005,0
11.0,A38,0.005,0
21.0,A66,0.005,2
16.0,A74,0.005,0
14.0,A72,0.005,1
15.0,A48,0.005,1
14.0,A20,0.005,1
15.0,A71,0.005,0
0.0,107_114,0.005,0
22.0,A67,0.005,2
12.0,A68,0.005,0
13.0,A75,0.005,0
16.0,A63,0.005,0
16.0,A87,0.005,1
0.0,36_117,0.005,0
16.0,A80,0.005,1
14.0,A44,0.005,0
17.0,A76,0.005,1
15.0,A90,0.005,0
15.0,A94,0.005,1
15.0,A56,0.005,0
17.0,A5,0.005,3
15.0,A22,0.005,1
18.0,A98,0.005,2
0.0,88_119,0.005,0
11.0,A99,0.005,1
13.0,A42,0.005,1
16.0,A34,0.005,1
14.0,A59,0.005,1
18.0,A29,0.005,1
14.0,80_106,0.005,1
15.0,A89,0.005,1
15.0,A1,0.005,0
19.0,45_102,0.005,1
